0	1	a	lotus root acupuncture i hereby request and consent to acupuncture treatment s and other procedures and modalities associated with traditional chinese medicine tcm by pamela zilavy l ac
1	0	a	there is also a small chance that researchers could find something that might be important to your health
2	0	a	i understand and read the english language or have had adequate interpretation or translation of this document
3	0	a	telehealth and telehealth consultations i have been advised and understand that telemedicine telehealth involves the use of electronic communication including interactive audio and video to enable health care professionals at different locations to share patient medical information for the purpose of improving patient care
4	1	a	there will be no charge to parents of children who choose to receive the flu vaccine however pulaski health department will collect your insurance information and bill for the cost of the vaccine
5	0	a	because extra paperwork and tracking procedures are required for autologous and directed donation they will cost more than random banked blood
6	0	a	it will not affect your ability to get medical care at queens hospital center
7	0	a	delete this section if you do not plan to use a witness to the consent process signature
8	0	a	i acknowledge receipt of information explaining my rights as a patient and on request i received a copy of the state notice and this facility policy statement regarding patient s right to selfdetermination
9	0	a	i understand that i will be charged for a reline or denture remake when it is required due to the continued physiologic bone resorption of the ridge the average denture usually requires a laboratory reline or remake at least once every four years due to functional wear and or continued bone resorption
10	0	a	if you decide to allow your child to continue in the study you will be asked to sign an updated consent form
11	0	a	we understand that this statement is part of our template but if it does not or cannot apply to your study please delete it or justify how you plan to share findings to participants
12	0	a	talk to your physician or genetic counselor if you have concerns about genetic discrimination prior to testing
13	0	a	if you have any questions concerns or complaints about this research study its procedures risks and benefits or alternative courses of treatment you should ask the protocol director name of protocol director
14	0	a	read guidelines for each section complete as applicable for your project and then delete the template guidelines
15	0	a	a3 if you are native american and agree to participate in this study there may be risks associated with the research that impact your community
16	0	a	acrylic only comes in a few shades so it may be impossible to match the shade of your existing teeth
17	0	a	in the application you must request a waiver or alteration of consent in the electronic application
18	0	a	they often have not yet been proven
19	1	a	in order to minimize the risk of unintended release of information shared data and samples will be stripped of all identifiers except for a study code to permit tracking
20	0	a	7 incomplete removal endoscopic ultrasound with fine needle aspirate injection or fiducial placement 1
21	0	a	this is a voluntary test and you should seek genetic counseling prior to signing this form
22	0	a	if you receive 600 or more from the university or the gw medical faculty associate gw must report the amount you receive to the internal revenue service irs on the form 1099 misc
23	0	a	your signature documents your permission to take part in this research
24	0	a	do you have any questions you can contact us if you have questions about the study or if you decide you don t want to be in the study any more
25	0	a	i further understand that i may be wearing temporary crowns bridges which may come off and that i must be careful to ensure that they are kept on until the permanent crowns bridges are permanently cemented
26	1	a	we will make the mri report available to your doctor and if you want we will talk with your private physician or refer you to someone for follow up a11 will there be testing for hiv yes hiv testing will be done during this research study
