0	0	a	contact the calendar review analysis office crao if you have any questions
1	0	a	i you lose a large amount of your blood
2	0	a	you must take your study drug as instructed returning any unused study drug including any empty bottles at every visit
3	0	a	you can also tell us to stop using your medical records
4	0	a	if you decide to stop no one will be angry or upset with you
5	0	a	researchers will not be given your name or any other information that could directly identify you
6	0	a	if you are re contacted and want to know what the investigators have learned about your tissue samples you should understand the following the information may be too limited to give you particular details or consequences you may be determined to carry a gene for a particular disease that can be treated you may be determined to carry a gene for a particular disease for which there is no current treatment you carry a gene for a disease and might consider informing relatives that they too might carry the gene
7	0	a	if you are one of the people who get information from mycode about your health then medical appointments or testing you choose to have done because of this information will be billed to you and or your health insurance provider
8	0	a	east carolina university assent form things you should know before you agree to take part in this research delete this and all other instructions in italics and yellow highlights
9	0	a	what happens to my sample and information when i die you can withdraw your sample from the biobank at any time during your life
10	0	a	the study sponsor will pay for your treatment only if the need for treatment has been caused by the study drug device or procedure
11	0	a	you fail to follow instructions
12	0	a	there are a few reasons for this the national institutes of health nih encourages all researchers to post their research some medical journals only accept articles if the research was posted on the website and for research studies the fda calls applicable clinical trials a description of this clinical trial will be available on http www clinicaltrials gov as required by u s
13	0	a	i have been fully informed of and understand the attendant risks and the possibility of complications and the medically acceptable alternative s to the above described procedure s including the option to refuse such procedure s
14	0	a	if you are the patient the testing described above is being ordered by your physician to see if you have change s in genes or gene products as limited by the test s ordered
15	0	a	indication code must be documented critical bleeding massive transfusion code mt activation of the massive transfusion protocol no n unit batch number staff signature checked by staff sign administered by time actual or anticipated 4 units rbc in 4 hour
16	0	a	why is this study being done notes to consent form authors
17	0	a	delete this sub heading if you are certain it does not apply
18	0	a	phrases such as i understand or you understand are not appropriate and should not be included in the document
19	0	a	are you taking oral contraceptives or receiving hormonal treatment 13
20	0	a	therefore no one would know just from looking at the data that the information came from you
21	0	a	1 2 company or agency sponsoring the study provide the name s of the sponsor s of the study
22	0	a	delete this section if not required by the umcirb or facility at which research is conducted
23	1	a	unless you revoke your consent it will not expire
24	0	a	within 2 business days of immunisation i understand that i need to send a signed written request of changes with my child to take to the school immunisation team or alternatively i need to meet in person with the school immunisation team to confirm that changes to my child s consent have been received
25	0	a	incomplete abortion very rarely pregnancy tissue left inside the uterus repeated vacuum aspiration may be necessary
26	0	a	the university of iowa does not plan to provide any compensation for treatment of researchrelated il ness or injury unless it is proven to be the direct result of negligence by a university employee
27	0	a	you will receive twenty dollars 20 for being a part of this project
28	0	a	it is possible to squeeze the wood together so that the crack is not visible
29	0	a	the first 2 bullets do not need to be included here if they are adequately covered in the description section of the consent
30	0	a	if all 3 doses have not been received please sign the consent form on the front to ensure full protection
31	0	a	you can call at if you have questions or concerns about principal investigator dr
32	0	a	there will be about insert number people taking part in this study
33	0	a	delete this section if you do not plan to use a witness to the consent process signature
34	0	a	o other academic research centers we are working with list all other academic centers including those at the university that may not be within uuhsc and explain their roles in project
35	0	a	i have received information about the proposed treatment
36	0	a	i understand that for some kinds of medical equipment used during procedures a representative from the equipment manufacturer may be there doing things like providing consultation or running checks on the equipment
37	0	a	however because this is research there a possibility that you if relevant or the embryo or fetus will have a reaction that we do not know about yet and is not expected
38	0	a	this will not affect your care and you will continue to be treated at this facility a44 however some of the information may have already been entered into the study and that will not be removed
39	0	a	i am aware that the practice of dentistry is not an exact science and i acknowledge that no guarantees have been made to me
40	0	a	even after you sign you can withdraw your agreement at any time
41	1	a	if you join this study you should understand that you will not own your biospecimens or data and should researchers use them to create a new product or idea you will not benefit financially
42	0	a	note the consent document cannot give the option of having data removed
43	0	a	do not separate the 3 copies of the consent form
44	1	a	final y the researcher is not prevented from taking steps including reporting to appropriate authorities to prevent serious harm to yourself or others
45	0	a	the health care agent or surrogate may consent to a dnr order only if the attending physician and a concurring physician who has examined the patient and determined that the patient has a terminal condition or the patient is permanently unconscious or resuscitation would be medically futile or resuscitation would impose an extraordinary burden on the patient in light ofthe patient s condition and the expected outcome of resuscitation
46	0	a	to be completed by the public health nurse tetanus diphtheria and acellular pertussis tdap vaccine vaccine trade name 1 dose site rt arm d lt arm d route
47	0	a	therefore these costs state who will be responsible e g will be your responsibility or will be paid by the sponsor or the sponsor
48	0	a	or the fol owing four bul ets must be used if your study will have a contractual agreement with a sponsor to provide compensation for research related il ness or injury
49	0	a	2 you receive your medical care from marshfield clinic
50	0	a	or we may stop the use of one or more drugs
51	0	a	4 2 how much of my time will be needed to take part in this study explain as needed describing time in hours number of visits amount of time each visit will entail etc
52	0	a	montefiore medical center albert einstein college of medicine of yeshiva university jacobi medical center of the city of new york north central bronx hospital of the city of new york a1 child assent form title of study type in complete title of protocol principal investigator
53	0	a	we are asking if we may collect then store and use now and in the future your blood tissue sample to look at your body s genes
54	1	a	i understand that the biobank will disclose health information about me for purposes as described above
55	0	a	standard lettering is used for explanations to researchers only and must not be included in your consent forms
56	0	a	you may choose to take part in a different study if one is available will being in this study help me in any way choose the option most appropriate for your study
57	0	a	very rarely patients receiving blood transfusion may experience an allergic reaction or develop other complications such as haemolysis breakdown of red cells in your blood or a bacterial infection
58	0	a	or contact information can be provided in the following format primary contact
59	0	a	you should not get pregnant while in this study
